word,assigned_domain,similarity_score
probably,evaluation,0.3579279
fisheye,appearance_style,0.35745347
shinny,appearance_style,0.35722938
affluent,context_environment,0.35715723
pant,condition_functionality,0.35652184
robin,appearance_style,0.356309
attend,context_environment,0.3562711
especially,evaluation,0.35514063
backend,age_era,0.35485446
reflections,context_environment,0.3547389
realm,evaluation,0.3541982
tracker,evaluation,0.3536576
misshapen,evaluation,0.35352933
rolls,condition_functionality,0.35278192
suburu,context_environment,0.35277689
guzzler,condition_functionality,0.3524726
four-dour,appearance_style,0.3523999
cues,evaluation,0.35235453
cross-over,condition_functionality,0.35227066
spoiler,evaluation,0.35226458
audi,context_environment,0.3518337
cult,appearance_style,0.35180792
nova,appearance_style,0.35096046
uglkyl,condition_functionality,0.3503914
loock,condition_functionality,0.35021827
suggests,condition_functionality,0.35011753
overlap,context_environment,0.35010985
etc,context_environment,0.35009354
suspence,condition_functionality,0.34982884
complexs,condition_functionality,0.34885886
streamline,context_environment,0.34831822
aerodynamic,condition_functionality,0.34815943
didnt,evaluation,0.34789202
box-shaped,appearance_style,0.34784168
aspect,condition_functionality,0.34726363
possiby,condition_functionality,0.34668833
firebird,appearance_style,0.34660554
liscence,condition_functionality,0.34576827
smudges,condition_functionality,0.34485298
prayers,condition_functionality,0.34481692
luxuary,age_era,0.34435275
designing,evaluation,0.34430522
run-of-the-mill,condition_functionality,0.34394848
romeo,condition_functionality,0.3439428
straps,context_environment,0.3438298
irridescent,appearance_style,0.34321767
volkswagon,appearance_style,0.34312522
ornamental,appearance_style,0.34310257
themselves,condition_functionality,0.3428808
reflection,context_environment,0.34262753
backgrund,condition_functionality,0.34260648
bygone,context_environment,0.34258068
makers,context_environment,0.3423271
lotus,condition_functionality,0.34209883
wont,condition_functionality,0.34168828
jetta,condition_functionality,0.34164578
specifically,context_environment,0.34153
contrasts,appearance_style,0.34080148
carit,condition_functionality,0.3403858
carvery,appearance_style,0.34002045
wouldnt,condition_functionality,0.33981442
boxier,condition_functionality,0.3391894
errands,evaluation,0.33906996
limit,condition_functionality,0.338367
done,condition_functionality,0.3383041
couple,evaluation,0.33753893
cgi,appearance_style,0.33669424
charger,condition_functionality,0.3365623
blends,appearance_style,0.33611962
incolor,evaluation,0.33582875
ahhhh,evaluation,0.33509332
circular,condition_functionality,0.3344611
rectangular,context_environment,0.33445656
import,condition_functionality,0.33425075
saab,condition_functionality,0.3340624
typica,appearance_style,0.3340106
aftermarket,context_environment,0.33372957
angles,context_environment,0.33335102
celica,appearance_style,0.3333042
photoshoot,evaluation,0.33252364
preferences,evaluation,0.33122498
irridiscent,appearance_style,0.33107823
box-type,appearance_style,0.33106634
beamer,age_era,0.33051392
nor,condition_functionality,0.33021253
masculine,evaluation,0.329782
havent,evaluation,0.3293088
semi-rural,context_environment,0.32899094
announcers,context_environment,0.3286094
focuses,appearance_style,0.3283537
gremlin,evaluation,0.3278333
middle-class,age_era,0.32775164
beginners,context_environment,0.3272103
hubcabs,context_environment,0.32595998
beemer,condition_functionality,0.32584018
hangs,condition_functionality,0.32576817
skyclouds,context_environment,0.3251721
classical,condition_functionality,0.32483006
carhalf,context_environment,0.32474685
pretend,evaluation,0.32474014
workschool,context_environment,0.32443115
orangish,appearance_style,0.32436386
upscale,evaluation,0.32344067
robocop,condition_functionality,0.32293808
creamsicle,condition_functionality,0.3224544
whoever,condition_functionality,0.32125622
hutch,condition_functionality,0.32010794
retouching,condition_functionality,0.3184011
expanse,context_environment,0.31702054
multi-tone,appearance_style,0.315658
casting,condition_functionality,0.31461504
average,evaluation,0.3144489
trans-am,condition_functionality,0.31421044
buyerowner,evaluation,0.31377903
grib,condition_functionality,0.31364962
ergonomic,condition_functionality,0.3125928
hasnt,evaluation,0.31189582
christine,condition_functionality,0.31057283
convention,evaluation,0.30945578
rms,condition_functionality,0.30913448
aparmtents,condition_functionality,0.30848658
cul-de-sac,context_environment,0.30842564
concave,condition_functionality,0.30669978
cybertruck,appearance_style,0.30581346
lectures,context_environment,0.3054672
popup,age_era,0.30488056
pollute,condition_functionality,0.30433837
sot,condition_functionality,0.30405766
10000,condition_functionality,0.30081367
define,condition_functionality,0.3007456
stationary,context_environment,0.30033866
feminists,context_environment,0.29969972
degree,age_era,0.2988624
curve,condition_functionality,0.29755315
aerodynamics,condition_functionality,0.29565686
silhoutte,condition_functionality,0.29410493
liscense,condition_functionality,0.29347786
obscuring,evaluation,0.28888172
rendered,appearance_style,0.2842903
display,condition_functionality,0.27742618
non-conspicous,condition_functionality,0.2734102
burnouts,condition_functionality,0.27251384
sideview,context_environment,0.2715039
vocation,context_environment,0.2686004
non-conspicious,condition_functionality,0.25543442
disproportionate,condition_functionality,0.25512666
outlook,age_era,0.24488795
curvature,condition_functionality,0.23148867
semi-compact,condition_functionality,0.23028979
angular,condition_functionality,0.19379136
storingdelivering,context_environment,0.1443695
