word,assigned_domain,similarity_score
straps,context_environment,0.36058092
robin,appearance_style,0.36057037
spoked,condition_functionality,0.3604787
attend,context_environment,0.3595925
fisheye,appearance_style,0.35954416
audi,context_environment,0.3589929
pant,appearance_style,0.3589387
suspence,condition_functionality,0.3580578
tracker,condition_functionality,0.35795385
liscence,condition_functionality,0.3579127
etc,context_environment,0.35779577
smallcar,context_environment,0.35692012
rolls,condition_functionality,0.35685578
four-dour,appearance_style,0.3567836
makers,context_environment,0.35662013
cult,appearance_style,0.35660794
backend,age_era,0.3565519
aspect,condition_functionality,0.35635546
suggests,evaluation,0.3561909
affluent,condition_functionality,0.35604012
complexs,context_environment,0.3558524
overlap,context_environment,0.35559812
theyre,evaluation,0.35543883
smudge,condition_functionality,0.35539514
reflection,context_environment,0.3536622
firebird,context_environment,0.35364953
errands,evaluation,0.35345018
banger,condition_functionality,0.35339025
loock,evaluation,0.35225943
possiby,condition_functionality,0.35194594
didnt,evaluation,0.3518769
prayers,condition_functionality,0.35165346
ahhhh,evaluation,0.35006735
s15,appearance_style,0.34964323
volkswagon,appearance_style,0.34919152
couple,context_environment,0.34905183
jetta,condition_functionality,0.34840277
bygone,context_environment,0.34787363
designing,context_environment,0.34725407
carvery,condition_functionality,0.34702778
box-shaped,appearance_style,0.34676436
themselves,condition_functionality,0.34648946
backgrund,condition_functionality,0.3464498
specifically,context_environment,0.34622186
cues,evaluation,0.3458761
uglkyl,condition_functionality,0.34587193
run-of-the-mill,condition_functionality,0.3455692
romeo,condition_functionality,0.345537
luxuary,age_era,0.34542835
beginners,context_environment,0.34478226
ornamental,appearance_style,0.34420943
saab,evaluation,0.34416533
charger,condition_functionality,0.3429103
limit,condition_functionality,0.34280986
boxier,condition_functionality,0.34220046
irridescent,appearance_style,0.34213102
smudges,condition_functionality,0.34175032
contrasts,appearance_style,0.3415184
cgi,appearance_style,0.3411145
photoshoot,context_environment,0.34087336
aerodynamic,condition_functionality,0.34073055
angles,context_environment,0.3406378
lotus,condition_functionality,0.34050167
guzzler,condition_functionality,0.34006542
done,appearance_style,0.33955508
import,condition_functionality,0.3392854
preferences,evaluation,0.33917472
havent,evaluation,0.3387729
skyclouds,context_environment,0.33850998
wouldnt,condition_functionality,0.3383164
incolor,evaluation,0.3378604
hangs,condition_functionality,0.33761886
pretend,evaluation,0.33750695
circular,condition_functionality,0.33747014
rectangular,context_environment,0.33683664
blends,appearance_style,0.33617938
wont,condition_functionality,0.33573923
typica,appearance_style,0.33523965
nor,evaluation,0.33450612
beemer,context_environment,0.3341746
workschool,context_environment,0.33416808
announcers,context_environment,0.33414567
semi-rural,context_environment,0.33406308
celica,appearance_style,0.333677
hubcabs,context_environment,0.3336709
masculine,appearance_style,0.3331577
carit,condition_functionality,0.3329596
carhalf,context_environment,0.33288252
beamer,appearance_style,0.3314769
aftermarket,context_environment,0.33112574
irridiscent,appearance_style,0.33093283
classical,context_environment,0.33015883
box-type,appearance_style,0.32973057
gremlin,evaluation,0.3296862
hasnt,evaluation,0.32965082
hutch,condition_functionality,0.3284213
whoever,appearance_style,0.32778662
retouching,condition_functionality,0.3277859
focuses,appearance_style,0.32700098
expanse,context_environment,0.32679844
convention,evaluation,0.32571986
creamsicle,condition_functionality,0.3232019
orangish,appearance_style,0.32288957
grib,condition_functionality,0.32233107
upscale,evaluation,0.3217405
robocop,condition_functionality,0.3216571
ergonomic,condition_functionality,0.32033545
middle-class,age_era,0.3198416
aparmtents,condition_functionality,0.31771535
average,evaluation,0.31750667
casting,condition_functionality,0.31644836
cul-de-sac,context_environment,0.31625664
feminists,context_environment,0.31536704
christine,condition_functionality,0.31308055
lectures,context_environment,0.31215054
multi-tone,appearance_style,0.31183377
trans-am,condition_functionality,0.31146765
buyerowner,evaluation,0.3113976
cybertruck,condition_functionality,0.31132144
rms,condition_functionality,0.3107755
concave,condition_functionality,0.3100203
curve,condition_functionality,0.30885923
stationary,context_environment,0.30718738
10000,condition_functionality,0.3067032
define,condition_functionality,0.30436254
sot,condition_functionality,0.30388933
popup,evaluation,0.3031885
liscense,condition_functionality,0.3005576
degree,age_era,0.30011824
obscuring,evaluation,0.29855803
silhoutte,condition_functionality,0.29782885
pollute,condition_functionality,0.29660785
aerodynamics,condition_functionality,0.29082444
rendered,appearance_style,0.285057
vocation,context_environment,0.2805829
sideview,context_environment,0.278394
display,condition_functionality,0.27747458
non-conspicous,appearance_style,0.2772851
burnouts,condition_functionality,0.268996
disproportionate,condition_functionality,0.26558185
non-conspicious,condition_functionality,0.25954452
outlook,age_era,0.24214461
curvature,condition_functionality,0.24011262
semi-compact,condition_functionality,0.23645951
angular,evaluation,0.19572029
storingdelivering,context_environment,0.13605213
